,n_eff,Rhat,divergence,treedepth,energy,observed_engagement,y_0,final_predicted,Unnamed: 0.1,incident_name,start,end,event_name,Unnamed: 0,incident,count,duration,sample_loc,data_loc,lower_predicted,upper_predicted,included
276,True,True,False,True,True,445.0,0.0,True,245,Other:_WA_Miscellaneous_Fraud,517,558,Other:_WA_Miscellaneous_Fraud_event_2,203,Other: WA Miscellaneous Fraud,3149,41,./output/posteriors/Other:_WA_Miscellaneous_Fraud_event_2_raw.p,./data/timeseries/aggregated/Other:_WA_Miscellaneous_Fraud_raw.csv,358.0,544.0549999999998,False
277,True,True,True,True,True,10607.0,0.0,True,278,partisan_vcr:__Philadelphia_separate_lines,173,214,partisan_vcr:__Philadelphia_separate_lines_event_0,223,partisan vcr:  Philadelphia separate lines,12395,41,./output/posteriors/partisan_vcr:__Philadelphia_separate_lines_event_0_raw.p,./data/timeseries/aggregated/partisan_vcr:__Philadelphia_separate_lines_raw.csv,8041.89,13169.11,True
278,True,True,True,True,True,250.0,0.0,True,147,lost:_desert_ballots,77,118,lost:_desert_ballots_event_0,128,lost: desert ballots,390,41,./output/posteriors/lost:_desert_ballots_event_0_raw.p,./data/timeseries/aggregated/lost:_desert_ballots_raw.csv,207.0,295.0,True
279,True,True,True,True,True,1495.0,0.0,True,122,intimidation:_NY_long_island,438,479,intimidation:_NY_long_island_event_0,104,intimidation: NY long island,2287,41,./output/posteriors/intimidation:_NY_long_island_event_0_raw.p,./data/timeseries/aggregated/intimidation:_NY_long_island_raw.csv,1202.945,1852.0549999999998,True
280,True,True,True,True,True,2778.0,13.0,True,492,USPS:_PA_Mail_Carrier_Trash_Ballot,58,99,USPS:_PA_Mail_Carrier_Trash_Ballot_event_0,381,USPS: PA Mail Carrier Trash Ballot,15224,41,./output/posteriors/USPS:_PA_Mail_Carrier_Trash_Ballot_event_0_raw.p,./data/timeseries/aggregated/USPS:_PA_Mail_Carrier_Trash_Ballot_raw.csv,2234.835,3456.1099999999997,True
281,True,True,True,True,True,758.0,0.0,True,31,ballot_stuffing:_No_down_ticket,2575,2616,ballot_stuffing:_No_down_ticket_event_0,30,ballot stuffing: No down ticket,9963,41,./output/posteriors/ballot_stuffing:_No_down_ticket_event_0_raw.p,./data/timeseries/aggregated/ballot_stuffing:_No_down_ticket_raw.csv,614.0,916.0,True
282,True,True,True,True,True,639.0,0.0,True,343,Prominent_Person:_Cuddy_Camaro,870,911,Prominent_Person:_Cuddy_Camaro_event_1,292,Prominent Person: Cuddy Camaro,2089,41,./output/posteriors/Prominent_Person:_Cuddy_Camaro_event_1_raw.p,./data/timeseries/aggregated/Prominent_Person:_Cuddy_Camaro_raw.csv,516.0,794.0549999999998,True
283,True,True,True,True,True,3807.0,17.0,True,300,Physical_Mail_Fraud:_NY_Post_Confession,617,659,Physical_Mail_Fraud:_NY_Post_Confession_event_1,247,Physical Mail Fraud: NY Post Confession,56700,42,./output/posteriors/Physical_Mail_Fraud:_NY_Post_Confession_event_1_raw.p,./data/timeseries/aggregated/Physical_Mail_Fraud:_NY_Post_Confession_raw.csv,3122.0,4673.0,True
284,True,True,True,True,True,1314.0,2.0,True,449,supression:_TX_immigrant_mistreatment,454,496,supression:_TX_immigrant_mistreatment_event_2,352,supression: TX immigrant mistreatment,25798,42,./output/posteriors/supression:_TX_immigrant_mistreatment_event_2_raw.p,./data/timeseries/aggregated/supression:_TX_immigrant_mistreatment_raw.csv,1124.0,1530.0,True
285,True,True,True,True,True,483.0,1.0,True,440,supression:_NJ_disabled_only,1,43,supression:_NJ_disabled_only_event_0,343,supression: NJ disabled only,1046,42,./output/posteriors/supression:_NJ_disabled_only_event_0_raw.p,./data/timeseries/aggregated/supression:_NJ_disabled_only_raw.csv,398.945,585.0,True
286,True,True,True,True,True,3621.0,14.0,True,12,ballot_harvesting:_Granny_farming_,14825,14867,ballot_harvesting:_Granny_farming__event_0,11,ballot harvesting: Granny farming ,46861,42,./output/posteriors/ballot_harvesting:_Granny_farming__event_0_raw.p,./data/timeseries/aggregated/ballot_harvesting:_Granny_farming__raw.csv,2958.0,4478.055,True
287,True,True,False,True,True,168.0,0.0,True,152,lost:_KY_dumped_ballots,40,83,lost:_KY_dumped_ballots_event_1,132,lost: KY dumped ballots,385,43,./output/posteriors/lost:_KY_dumped_ballots_event_1_raw.p,./data/timeseries/aggregated/lost:_KY_dumped_ballots_raw.csv,131.0,212.0,False
288,True,True,True,True,True,3254.0,1.0,True,365,riot:_antifa_burning_things_down,16955,16998,riot:_antifa_burning_things_down_event_3,310,riot: antifa burning things down,92051,43,./output/posteriors/riot:_antifa_burning_things_down_event_3_raw.p,./data/timeseries/aggregated/riot:_antifa_burning_things_down_raw.csv,2572.0,4081.0,True
289,True,True,True,True,True,20021.0,17.0,True,431,Statistics:_Wisconsin_Votes_>_Registered,385,428,Statistics:_Wisconsin_Votes_>_Registered_event_1,336,Statistics: Wisconsin Votes > Registered,100952,43,./output/posteriors/Statistics:_Wisconsin_Votes_>_Registered_event_1_raw.p,./data/timeseries/aggregated/Statistics:_Wisconsin_Votes_>_Registered_raw.csv,16189.89,25621.649999999994,True
290,True,True,True,True,True,351.0,0.0,True,94,Ineligible_Voters:_TX_Illegal_Voters,1720,1763,Ineligible_Voters:_TX_Illegal_Voters_event_0,85,Ineligible Voters: TX Illegal Voters,2877,43,./output/posteriors/Ineligible_Voters:_TX_Illegal_Voters_event_0_raw.p,./data/timeseries/aggregated/Ineligible_Voters:_TX_Illegal_Voters_raw.csv,291.0,415.0,True
291,True,True,True,True,True,532.0,1.0,True,187,Machines:_Ivanka_patent,527,571,Machines:_Ivanka_patent_event_0,157,Machines: Ivanka patent,6678,44,./output/posteriors/Machines:_Ivanka_patent_event_0_raw.p,./data/timeseries/aggregated/Machines:_Ivanka_patent_raw.csv,421.945,657.0,True
292,True,True,True,True,True,9514.0,67.0,True,38,civil_war:_general_ticket,18499,18543,civil_war:_general_ticket_event_2,34,civil war: general ticket,1192374,44,./output/posteriors/civil_war:_general_ticket_event_2_raw.p,./data/timeseries/aggregated/civil_war:_general_ticket_raw.csv,7546.945,10476.0,True
293,True,True,False,True,True,5554.0,0.0,True,238,Other:_TX_Disabled_Residents,2031,2076,Other:_TX_Disabled_Residents_event_2,196,Other: TX Disabled Residents,75739,45,./output/posteriors/Other:_TX_Disabled_Residents_event_2_raw.p,./data/timeseries/aggregated/Other:_TX_Disabled_Residents_raw.csv,4403.835,6751.11,False
294,True,True,True,False,True,22037.0,57.0,True,410,Statistics:_Cities_That_Matter,161,207,Statistics:_Cities_That_Matter_event_0,327,Statistics: Cities That Matter,104064,46,./output/posteriors/Statistics:_Cities_That_Matter_event_0_raw.p,./data/timeseries/aggregated/Statistics:_Cities_That_Matter_raw.csv,19163.945,25935.429999999997,True
295,True,True,True,True,True,748.0,2.0,True,5,ballot_box:_Collecting_After_Election,1337,1383,ballot_box:_Collecting_After_Election_event_5,0,ballot box: Collecting After Election,24617,46,./output/posteriors/ballot_box:_Collecting_After_Election_event_5_raw.p,./data/timeseries/aggregated/ballot_box:_Collecting_After_Election_raw.csv,611.0,891.0,True
296,True,True,True,True,True,277.0,0.0,True,265,partisan_vcr:__Michigan_Republican_applications,15428,15474,partisan_vcr:__Michigan_Republican_applications_event_3,216,partisan vcr:  Michigan Republican applications,5224,46,./output/posteriors/partisan_vcr:__Michigan_Republican_applications_event_3_raw.p,./data/timeseries/aggregated/partisan_vcr:__Michigan_Republican_applications_raw.csv,218.0,345.0,True
297,True,True,True,True,True,10895.0,0.0,True,155,lost:_MA_primary_ballots,15906,15952,lost:_MA_primary_ballots_event_0,134,lost: MA primary ballots,22961,46,./output/posteriors/lost:_MA_primary_ballots_event_0_raw.p,./data/timeseries/aggregated/lost:_MA_primary_ballots_raw.csv,8455.835,13571.22,True
298,True,True,True,True,True,2123.0,7.0,True,487,USPS:_FL_Mail_Room,611,658,USPS:_FL_Mail_Room_event_1,376,USPS: FL Mail Room,30210,47,./output/posteriors/USPS:_FL_Mail_Room_event_1_raw.p,./data/timeseries/aggregated/USPS:_FL_Mail_Room_raw.csv,1880.945,2486.1099999999997,True
299,False,False,True,False,True,15214.0,0.0,True,73,Digital_dumps:_Germany_Ambassador,38,85,Digital_dumps:_Germany_Ambassador_event_0,61,Digital dumps: Germany Ambassador,63544,47,./output/posteriors/Digital_dumps:_Germany_Ambassador_event_0_raw.p,./data/timeseries/aggregated/Digital_dumps:_Germany_Ambassador_raw.csv,12142.78,18688.385,False
300,True,True,True,True,True,815.0,0.0,True,84,False_Victory:_PA_early_calls,421,468,False_Victory:_PA_early_calls_event_0,75,False Victory: PA early calls,1847,47,./output/posteriors/False_Victory:_PA_early_calls_event_0_raw.p,./data/timeseries/aggregated/False_Victory:_PA_early_calls_raw.csv,654.9449999999999,986.0,True
301,True,True,True,True,True,9817.0,0.0,True,308,Physical_Mail_Fraud:_PA_Misprinted_Corrections,569,617,Physical_Mail_Fraud:_PA_Misprinted_Corrections_event_0,252,Physical Mail Fraud: PA Misprinted Corrections,104419,48,./output/posteriors/Physical_Mail_Fraud:_PA_Misprinted_Corrections_event_0_raw.p,./data/timeseries/aggregated/Physical_Mail_Fraud:_PA_Misprinted_Corrections_raw.csv,7868.0,11654.275,True
302,True,True,True,True,True,3915.0,12.0,True,196,MI_and_PA_dead_voting_list,1175,1223,MI_and_PA_dead_voting_list_event_2,168,MI and PA dead voting list,130864,48,./output/posteriors/MI_and_PA_dead_voting_list_event_2_raw.p,./data/timeseries/aggregated/MI_and_PA_dead_voting_list_raw.csv,3557.0,4773.11,True
303,True,True,False,True,True,6005.0,0.0,True,163,lost:_NV_trash_ballots,5,54,lost:_NV_trash_ballots_event_0,139,lost: NV trash ballots,17193,49,./output/posteriors/lost:_NV_trash_ballots_event_0_raw.p,./data/timeseries/aggregated/lost:_NV_trash_ballots_raw.csv,4684.945,7555.275,False
304,True,True,True,True,True,5371.0,11.0,True,531,Voting_Twice:_Hannity_Virginia_Voters,1255,1304,Voting_Twice:_Hannity_Virginia_Voters_event_1,424,Voting Twice: Hannity Virginia Voters,49851,49,./output/posteriors/Voting_Twice:_Hannity_Virginia_Voters_event_1_raw.p,./data/timeseries/aggregated/Voting_Twice:_Hannity_Virginia_Voters_raw.csv,4470.0,6591.11,True
305,True,True,True,True,True,2381.0,8.0,True,51,coup:_color_revolution,20304,20353,coup:_color_revolution_event_10,35,coup: color revolution,101224,49,./output/posteriors/coup:_color_revolution_event_10_raw.p,./data/timeseries/aggregated/coup:_color_revolution_raw.csv,2000.0,2862.1099999999997,True
306,True,True,True,True,True,139.0,0.0,True,306,Physical_Mail_Fraud:_PA_Court_Time_Ruling,312,361,Physical_Mail_Fraud:_PA_Court_Time_Ruling_event_0,251,Physical Mail Fraud: PA Court Time Ruling,619,49,./output/posteriors/Physical_Mail_Fraud:_PA_Court_Time_Ruling_event_0_raw.p,./data/timeseries/aggregated/Physical_Mail_Fraud:_PA_Court_Time_Ruling_raw.csv,112.0,168.0,True
307,True,True,True,True,True,685.0,2.0,True,412,Statistics:_JW_Counties_Over_100%,121,170,Statistics:_JW_Counties_Over_100%_event_0,330,Statistics: JW Counties Over 100%,6905,49,./output/posteriors/Statistics:_JW_Counties_Over_100%_event_0_raw.p,./data/timeseries/aggregated/Statistics:_JW_Counties_Over_100%_raw.csv,585.0,794.0549999999998,True
308,True,True,True,True,True,9094.0,8.0,True,434,Statistics:_Wisconsin_Votes_>_Registered,1239,1288,Statistics:_Wisconsin_Votes_>_Registered_event_4,336,Statistics: Wisconsin Votes > Registered,100952,49,./output/posteriors/Statistics:_Wisconsin_Votes_>_Registered_event_4_raw.p,./data/timeseries/aggregated/Statistics:_Wisconsin_Votes_>_Registered_raw.csv,7004.89,11505.22,True
309,True,True,True,True,True,20163.0,76.0,True,290,Physical_Mail_Fraud:_FEC_Chair,512,561,Physical_Mail_Fraud:_FEC_Chair_event_0,236,Physical Mail Fraud: FEC Chair,268501,49,./output/posteriors/Physical_Mail_Fraud:_FEC_Chair_event_0_raw.p,./data/timeseries/aggregated/Physical_Mail_Fraud:_FEC_Chair_raw.csv,16509.175,25607.714999999997,True
310,True,True,True,True,True,6870.0,1.0,True,174,lost:_PA_shredded_ballot_applications,14150,14200,lost:_PA_shredded_ballot_applications_event_1,146,lost: PA shredded ballot applications,105105,50,./output/posteriors/lost:_PA_shredded_ballot_applications_event_1_raw.p,./data/timeseries/aggregated/lost:_PA_shredded_ballot_applications_raw.csv,6144.945,7839.219999999999,True
311,True,True,True,True,True,3228.0,3.0,True,450,supression:_TX_immigrant_mistreatment,498,548,supression:_TX_immigrant_mistreatment_event_3,352,supression: TX immigrant mistreatment,25798,50,./output/posteriors/supression:_TX_immigrant_mistreatment_event_3_raw.p,./data/timeseries/aggregated/supression:_TX_immigrant_mistreatment_raw.csv,2981.0,3494.0,True
312,True,True,True,True,True,1587.0,8.0,True,27,ballot_stuffing:_MI_wagons_suitcases_and_coolers,899,949,ballot_stuffing:_MI_wagons_suitcases_and_coolers_event_1,28,ballot stuffing: MI wagons suitcases and coolers,23952,50,./output/posteriors/ballot_stuffing:_MI_wagons_suitcases_and_coolers_event_1_raw.p,./data/timeseries/aggregated/ballot_stuffing:_MI_wagons_suitcases_and_coolers_raw.csv,1274.0,1887.0549999999998,True
313,True,True,True,True,True,2193.0,0.0,True,24,ballot_stuffing:_MI_Van_Votes,485,536,ballot_stuffing:_MI_Van_Votes_event_0,27,ballot stuffing: MI Van Votes,9254,51,./output/posteriors/ballot_stuffing:_MI_Van_Votes_event_0_raw.p,./data/timeseries/aggregated/ballot_stuffing:_MI_Van_Votes_raw.csv,1845.0,2432.055,True
314,True,True,True,True,True,64930.0,94.0,True,76,"Digital_dumps:_Michigan_128,000_votes",10164,10215,"Digital_dumps:_Michigan_128,000_votes_event_0",64,"Digital dumps: Michigan 128,000 votes",244421,51,"./output/posteriors/Digital_dumps:_Michigan_128,000_votes_event_0_raw.p","./data/timeseries/aggregated/Digital_dumps:_Michigan_128,000_votes_raw.csv",51208.855,85018.935,True
315,True,True,True,True,True,4791.0,13.0,True,435,suppression:_robocall_stay_safe,513,565,suppression:_robocall_stay_safe_event_0,337,suppression: robocall stay safe,10943,52,./output/posteriors/suppression:_robocall_stay_safe_event_0_raw.p,./data/timeseries/aggregated/suppression:_robocall_stay_safe_raw.csv,3791.0,6172.055,True
316,True,True,False,True,True,1270.0,2.0,True,1,ballot_box:_Collecting_After_Election,599,651,ballot_box:_Collecting_After_Election_event_1,0,ballot box: Collecting After Election,24617,52,./output/posteriors/ballot_box:_Collecting_After_Election_event_1_raw.p,./data/timeseries/aggregated/ballot_box:_Collecting_After_Election_raw.csv,1088.945,1461.0549999999998,False
317,True,True,True,True,True,836.0,0.0,True,209,Other:_Manufactured_Stolen_Early_Votes,102,154,Other:_Manufactured_Stolen_Early_Votes_event_1,182,Other: Manufactured/Stolen Early Votes,4258,52,./output/posteriors/Other:_Manufactured_Stolen_Early_Votes_event_1_raw.p,./data/timeseries/aggregated/Other:_Manufactured_Stolen_Early_Votes_raw.csv,663.9449999999999,1066.0,True
318,True,True,True,True,True,1360.0,1.0,True,241,Other:_Voter_Fraud_Cases,6331,6383,Other:_Voter_Fraud_Cases_event_0,199,Other: Voter Fraud Cases,5542,52,./output/posteriors/Other:_Voter_Fraud_Cases_event_0_raw.p,./data/timeseries/aggregated/Other:_Voter_Fraud_Cases_raw.csv,1072.945,1641.0549999999998,True
319,True,True,True,True,True,7809.0,16.0,True,91,Georgia_scam,742,794,Georgia_scam_event_1,81,Georgia scam,36116,52,./output/posteriors/Georgia_scam_event_1_raw.p,./data/timeseries/aggregated/Georgia_scam_raw.csv,6228.945,9593.11,True
320,True,True,True,True,True,10859.0,77.0,True,229,Other:_Stop_The_Steal_Pushed,6622,6675,Other:_Stop_The_Steal_Pushed_event_4,192,Other: Stop The Steal Pushed,1633907,53,./output/posteriors/Other:_Stop_The_Steal_Pushed_event_4_raw.p,./data/timeseries/aggregated/Other:_Stop_The_Steal_Pushed_raw.csv,10041.945,11371.055,True
321,True,True,True,True,True,18276.0,12.0,True,83,False_Victory:_PA_Attorney_General_Calls_Election,1105,1158,False_Victory:_PA_Attorney_General_Calls_Election_event_1,74,False Victory: PA Attorney General Calls Election,120685,53,./output/posteriors/False_Victory:_PA_Attorney_General_Calls_Election_event_1_raw.p,./data/timeseries/aggregated/False_Victory:_PA_Attorney_General_Calls_Election_raw.csv,15617.835,21509.824999999997,True
322,True,True,True,True,True,1307.0,2.0,True,368,riot:_antifa_burning_things_down,27971,28025,riot:_antifa_burning_things_down_event_6,310,riot: antifa burning things down,92051,54,./output/posteriors/riot:_antifa_burning_things_down_event_6_raw.p,./data/timeseries/aggregated/riot:_antifa_burning_things_down_raw.csv,1116.0,1525.0549999999998,True
323,True,True,True,False,True,39808.0,173.0,True,462,tech:_Hammer_and_Scorecard,26585,26639,tech:_Hammer_and_Scorecard_event_1,362,tech: Hammer and Scorecard,2954454,54,./output/posteriors/tech:_Hammer_and_Scorecard_event_1_raw.p,./data/timeseries/aggregated/tech:_Hammer_and_Scorecard_raw.csv,36030.725,43739.33,True
324,True,True,False,True,True,68185.0,40.0,True,485,USPS:_FL_23%_rejected_mail-in,2446,2501,USPS:_FL_23%_rejected_mail-in_event_2,374,USPS: FL 23% rejected mail-in,254801,55,./output/posteriors/USPS:_FL_23%_rejected_mail-in_event_2_raw.p,./data/timeseries/aggregated/USPS:_FL_23%_rejected_mail-in_raw.csv,59927.945,79689.265,False
325,True,True,True,True,True,7964.0,8.0,True,175,lost:_PA_shredded_ballot_applications,15194,15249,lost:_PA_shredded_ballot_applications_event_2,146,lost: PA shredded ballot applications,105105,55,./output/posteriors/lost:_PA_shredded_ballot_applications_event_2_raw.p,./data/timeseries/aggregated/lost:_PA_shredded_ballot_applications_raw.csv,6462.0,9880.384999999998,True
326,False,False,False,True,False,2197.0,0.0,True,41,coup:_color_revolution,1023,1078,coup:_color_revolution_event_0,35,coup: color revolution,101224,55,./output/posteriors/coup:_color_revolution_event_0_raw.p,./data/timeseries/aggregated/coup:_color_revolution_raw.csv,1744.945,2538.0,False
327,True,True,True,True,True,4925.0,2.0,True,255,partisan_vcr:__Joke_ballot_ripping,2,58,partisan_vcr:__Joke_ballot_ripping_event_0,212,partisan vcr:  Joke ballot ripping,6200,56,./output/posteriors/partisan_vcr:__Joke_ballot_ripping_event_0_raw.p,./data/timeseries/aggregated/partisan_vcr:__Joke_ballot_ripping_raw.csv,4485.945,5398.0,True
328,True,True,True,True,True,3062.0,5.0,True,452,supression:_TX_immigrant_mistreatment,795,851,supression:_TX_immigrant_mistreatment_event_5,352,supression: TX immigrant mistreatment,25798,56,./output/posteriors/supression:_TX_immigrant_mistreatment_event_5_raw.p,./data/timeseries/aggregated/supression:_TX_immigrant_mistreatment_raw.csv,2763.0,3360.055,True
329,True,True,True,True,True,367.0,0.0,True,267,partisan_vcr:__Michigan_Republican_applications,15857,15913,partisan_vcr:__Michigan_Republican_applications_event_5,216,partisan vcr:  Michigan Republican applications,5224,56,./output/posteriors/partisan_vcr:__Michigan_Republican_applications_event_5_raw.p,./data/timeseries/aggregated/partisan_vcr:__Michigan_Republican_applications_raw.csv,299.0,443.0,True
330,True,True,True,False,True,2330.0,1.0,True,17,ballot_harvesting:_Michigan_Union,209,266,ballot_harvesting:_Michigan_Union_event_0,14,ballot harvesting: Michigan Union,2445,57,./output/posteriors/ballot_harvesting:_Michigan_Union_event_0_raw.p,./data/timeseries/aggregated/ballot_harvesting:_Michigan_Union_raw.csv,2017.0,2667.0,True
331,True,True,True,True,True,1526.0,3.0,True,200,Other:_Ballot_Fraud_Poll_Watcher_Votes,529,586,Other:_Ballot_Fraud_Poll_Watcher_Votes_event_1,172,Other: Ballot Fraud Poll Watcher Votes,3771,57,./output/posteriors/Other:_Ballot_Fraud_Poll_Watcher_Votes_event_1_raw.p,./data/timeseries/aggregated/Other:_Ballot_Fraud_Poll_Watcher_Votes_raw.csv,1226.0,1918.0,True
332,True,True,True,True,True,3804.0,8.0,True,167,lost:_PA_300-500k,109,166,lost:_PA_300-500k_event_0,143,lost: PA 300-500k,5760,57,./output/posteriors/lost:_PA_300-500k_event_0_raw.p,./data/timeseries/aggregated/lost:_PA_300-500k_raw.csv,3268.0,4387.055,True
333,True,True,True,True,True,4947.0,1.0,True,532,Voting_Twice:_Hannity_Virginia_Voters,2406,2463,Voting_Twice:_Hannity_Virginia_Voters_event_2,424,Voting Twice: Hannity Virginia Voters,49851,57,./output/posteriors/Voting_Twice:_Hannity_Virginia_Voters_event_2_raw.p,./data/timeseries/aggregated/Voting_Twice:_Hannity_Virginia_Voters_raw.csv,4050.945,6059.11,True
334,True,True,True,True,True,576.0,0.0,True,162,lost:_NJ_Mail_Photo,246,304,lost:_NJ_Mail_Photo_event_1,138,lost: NJ Mail Photo,3552,58,./output/posteriors/lost:_NJ_Mail_Photo_event_1_raw.p,./data/timeseries/aggregated/lost:_NJ_Mail_Photo_raw.csv,506.0,654.0,True
335,True,True,True,False,True,38505.0,39.0,True,361,protests:_stop_the_steal_rallies,5420,5478,protests:_stop_the_steal_rallies_event_0,309,protests: stop the steal rallies,466591,58,./output/posteriors/protests:_stop_the_steal_rallies_event_0_raw.p,./data/timeseries/aggregated/protests:_stop_the_steal_rallies_raw.csv,36270.945,41042.825,True
336,True,True,True,True,True,1309.0,2.0,True,499,voting_info:_12th_Amendment,1355,1413,voting_info:_12th_Amendment_event_3,384,voting info: 12th Amendment,5253,58,./output/posteriors/voting_info:_12th_Amendment_event_3_raw.p,./data/timeseries/aggregated/voting_info:_12th_Amendment_raw.csv,1100.0,1559.0,True
337,True,True,True,False,True,3158.0,1.0,True,70,dead_voters:_voters_in_their_170s,141,200,dead_voters:_voters_in_their_170s_event_0,57,dead voters: voters in their 170s,27211,59,./output/posteriors/dead_voters:_voters_in_their_170s_event_0_raw.p,./data/timeseries/aggregated/dead_voters:_voters_in_their_170s_raw.csv,2803.0,3527.055,True
338,True,True,True,True,True,9443.0,28.0,True,426,Statistics:_Math_Video,40,100,Statistics:_Math_Video_event_0,333,Statistics: Math Video,34217,60,./output/posteriors/Statistics:_Math_Video_event_0_raw.p,./data/timeseries/aggregated/Statistics:_Math_Video_raw.csv,8578.835,10806.11,True
339,True,True,True,True,True,547.0,0.0,True,510,voting_info:_CO_postcards,11385,11445,voting_info:_CO_postcards_event_0,391,voting info: CO postcards,1073,60,./output/posteriors/voting_info:_CO_postcards_event_0_raw.p,./data/timeseries/aggregated/voting_info:_CO_postcards_raw.csv,476.0,626.0,True
340,True,True,True,True,True,1780.0,4.0,True,2,ballot_box:_Collecting_After_Election,689,749,ballot_box:_Collecting_After_Election_event_2,0,ballot box: Collecting After Election,24617,60,./output/posteriors/ballot_box:_Collecting_After_Election_event_2_raw.p,./data/timeseries/aggregated/ballot_box:_Collecting_After_Election_raw.csv,1504.0,2120.055,True
341,True,True,True,True,True,624.0,1.0,True,266,partisan_vcr:__Michigan_Republican_applications,15480,15540,partisan_vcr:__Michigan_Republican_applications_event_4,216,partisan vcr:  Michigan Republican applications,5224,60,./output/posteriors/partisan_vcr:__Michigan_Republican_applications_event_4_raw.p,./data/timeseries/aggregated/partisan_vcr:__Michigan_Republican_applications_raw.csv,517.0,773.0,True
342,True,True,True,True,True,27591.0,54.0,True,494,USPS:_PA_stop_delivery_whistleblower,144,204,USPS:_PA_stop_delivery_whistleblower_event_0,382,USPS: PA stop delivery whistleblower,72129,60,./output/posteriors/USPS:_PA_stop_delivery_whistleblower_event_0_raw.p,./data/timeseries/aggregated/USPS:_PA_stop_delivery_whistleblower_raw.csv,22600.78,34615.604999999996,True
343,True,True,True,True,True,1096.0,1.0,True,464,tech:_Russia_2016_Hacking,1188,1249,tech:_Russia_2016_Hacking_event_1,366,tech: Russia 2016 Hacking,7232,61,./output/posteriors/tech:_Russia_2016_Hacking_event_1_raw.p,./data/timeseries/aggregated/tech:_Russia_2016_Hacking_raw.csv,944.9449999999999,1295.0,True
344,True,True,True,True,True,14389.0,7.0,True,455,tech:_Dr._Shiva_MI_Glitch,576,637,tech:_Dr._Shiva_MI_Glitch_event_0,358,tech: Dr. Shiva MI Glitch,56995,61,./output/posteriors/tech:_Dr._Shiva_MI_Glitch_event_0_raw.p,./data/timeseries/aggregated/tech:_Dr._Shiva_MI_Glitch_raw.csv,12607.89,17942.22,True
345,True,True,True,True,True,25015.0,89.0,True,336,poll_watchers:_Philly_no_entry_list,221,283,poll_watchers:_Philly_no_entry_list_event_1,284,poll watchers: Philly no entry list,209298,62,./output/posteriors/poll_watchers:_Philly_no_entry_list_event_1_raw.p,./data/timeseries/aggregated/poll_watchers:_Philly_no_entry_list_raw.csv,23050.89,27146.11,True
346,True,True,True,True,True,961.0,0.0,True,470,tech:_Russian_Malware_ES&S_Diebold,726,789,tech:_Russian_Malware_ES&S_Diebold_event_0,367,tech: Russian Malware ES&S/Diebold,7984,63,./output/posteriors/tech:_Russian_Malware_ES&S_Diebold_event_0_raw.p,./data/timeseries/aggregated/tech:_Russian_Malware_ES&S_Diebold_raw.csv,825.0,1094.0,True
347,True,True,True,True,True,2992.0,0.0,True,451,supression:_TX_immigrant_mistreatment,551,614,supression:_TX_immigrant_mistreatment_event_4,352,supression: TX immigrant mistreatment,25798,63,./output/posteriors/supression:_TX_immigrant_mistreatment_event_4_raw.p,./data/timeseries/aggregated/supression:_TX_immigrant_mistreatment_raw.csv,2750.0,3258.055,True
348,True,True,True,True,True,316.0,0.0,True,511,voting_info:_CO_postcards,11499,11562,voting_info:_CO_postcards_event_1,391,voting info: CO postcards,1073,63,./output/posteriors/voting_info:_CO_postcards_event_1_raw.p,./data/timeseries/aggregated/voting_info:_CO_postcards_raw.csv,261.0,377.0,True
349,True,True,True,True,True,20140.0,26.0,True,542,Voting_Twice:_PA_Duplicates,498,561,Voting_Twice:_PA_Duplicates_event_1,428,Voting Twice: PA Duplicates,87889,63,./output/posteriors/Voting_Twice:_PA_Duplicates_event_1_raw.p,./data/timeseries/aggregated/Voting_Twice:_PA_Duplicates_raw.csv,18166.89,23170.385,True
350,True,True,True,True,True,6212.0,18.0,True,275,partisan_vcr:__Pennsylvania_poll_worker_empty_ballots,5459,5523,partisan_vcr:__Pennsylvania_poll_worker_empty_ballots_event_1,220,partisan vcr:  Pennsylvania poll worker empty ballots,94004,64,./output/posteriors/partisan_vcr:__Pennsylvania_poll_worker_empty_ballots_event_1_raw.p,./data/timeseries/aggregated/partisan_vcr:__Pennsylvania_poll_worker_empty_ballots_raw.csv,5387.945,7148.0,True
351,True,True,True,True,True,13593.0,7.0,True,160,lost:_NJ_dumpster,877,941,lost:_NJ_dumpster_event_2,137,lost: NJ dumpster,72540,64,./output/posteriors/lost:_NJ_dumpster_event_2_raw.p,./data/timeseries/aggregated/lost:_NJ_dumpster_raw.csv,11925.0,15784.11,True
352,True,True,True,True,True,2133.0,2.0,True,362,riot:_antifa_burning_things_down,12475,12539,riot:_antifa_burning_things_down_event_0,310,riot: antifa burning things down,92051,64,./output/posteriors/riot:_antifa_burning_things_down_event_0_raw.p,./data/timeseries/aggregated/riot:_antifa_burning_things_down_raw.csv,1898.0,2409.0,True
353,True,True,True,True,True,1292.0,3.0,True,18,Ballot_harvesting:_Minnesota_Somali_voters,444,508,Ballot_harvesting:_Minnesota_Somali_voters_event_0,15,Ballot harvesting: Minnesota Somali voters,2445,64,./output/posteriors/Ballot_harvesting:_Minnesota_Somali_voters_event_0_raw.p,./data/timeseries/aggregated/Ballot_harvesting:_Minnesota_Somali_voters_raw.csv,1135.0,1468.0,True
